"KKID","KKMC","FBDX","KKTP","SSDL","DLID","KKWZDZ","SSJGID","SSJG","BZZT","SBLX","X","Y","KKLX","CSSBBH","DDMS","SSXQ","JKFS","KKZY","BSFW","JJDS","SGDW","JSSJ","YSSJ","ZBQ","JSZT","QTSB","BZ","DYLYD","YDYDJL","DYLX","WLJRFS","WLTGS","YWLJRDJL","DLKD","LMCZ","CDS","RJTLL","YWFJDCD","YWXRD","FJDCDKD","LKID","SBZT","UPDATE_TIME","EAST","SOUTH","WEST","NORTH","HIS_SBZT","HIS_EAST","HIS_SOUTH","HIS_WEST","HIS_NORTH","CLOUD_ID","TOLLGATENO","DWSSQY","DWZT","QDFS","QDDBH","QDQBMS","JGZT","SFNRGJJH","FXS","DWPMT","DWPMTMS","DXXSJT","DXXSJTMS","NXBSJT","NXBSJTMS","XXDSJT","XXDSJTMS","BXNSJT","BXNSJTMS","ISDELFLG","JGSB"
"0272014bk10017","国博大道_三环线_进城出城bk","","","","","","420105000000","汉阳大队","1","1","114.22590235509696","30.501577185521952","1","","","汉阳大队","","","","","","","","","","","","","","","","","","","","","","","","","0272014bk10017","1","2015/6/24 11:14:43","","","","","","","","","","1176","0272014bk10017","","","","","","","","2","upload/20141210/20141210111521guobodadao.jpg","","","","","","","","","","1",""
"0272014bk10004","团结大道_三环线_进城出城bk","","","","","","420107000000","青山大队","1","1","114.41846335509699","30.613139185521952","1","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","0272014bk10004","0","2015/6/24 11:14:43","1","","1","","","","","","","1177","0272014bk10004","","","","","","","","2","upload/20141210/20141210111552tuanjiedadao.jpg","","","","","","","","","","1",""
"0272013kx13001","金桥大道与和谐大道路口","","","","","","420102000000","江岸大队","1","2","114.28969435509698","30.656192185521952","2","","","江岸大队","","A","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","1","1","1","","","","","","586","0272013kx13001","3","0","信号机","","","","","3","","","","","","","","","","","1",""
"420100120000000124","中北路洪山广场北LF","","","","","","420106000000","武昌大队","1","1","114.33283935509698","30.550162185521944","1","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100120000000115","1","2015/6/24 11:14:43","","","","","","","","","","256","0272012LF12115","1","2","","","","","","2","","","","","","","","","","","1",""
"420100120000000011","崇仁路(中山大道至沿河大道)LF","","","","","","420104000000","硚口大队","1","1","114.25589735509697","30.575609185521948","1","","","硚口大队","","A","","","","","","","","","","","","","","","","","","","","","","","420682000000000002","1","2015/6/24 11:14:43","","","","","","","","","","161","0272012LF12123","2","0","","","","","","1","","","","","","","","","","","1",""
"420100120000000012","多福路(中山大道至沿河大道)LF","","","","","","420104000000","硚口大队","1","1","114.27106635509699","30.573676185521947","1","","","硚口大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100120000000007","1","2015/6/24 11:14:43","","","","","","","","","","162","0272012LF12126","1","0","","","","","","1","","","","","","","","","","","1",""
"420100120000000100","解放大道三环线_东500M_进城LF","","","","","","420104000000","硚口大队","1","1","114.159055355097","30.61590418552195","1","","","硚口大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100120000000088","0","2015/6/24 11:14:43","","","","1","","","","","","234","0272012LF12131","3","0","","","","","","1","","","","","","","","","","","1",""
"420100120000000059","解放大道新华路路口","","","","","","420103000000","江汉大队","1","2","114.271211355097","30.58583018552195","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000053","0","2015/6/24 11:14:43","1","1","1","","","","","","","1025","12030","","0","","","","","","3","","","","","","","","","","","1",""
"420100120000000066","马场角路新华下路路口","","","","","","420103000000","江汉大队","1","2","114.263432355097","30.60991518552195","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000060","0","2015/6/24 11:14:43","","1","1","","","","","","","1029","12037","2","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000067","京汉大道_游艺路口","","","","","","420103000000","江汉大队","1","2","114.267561355097","30.581054185521946","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000061","0","2015/6/24 11:14:43","1","","1","1","","","","","","1030","12038","1","0","","","","","","4","","","","","","","","","","","1",""
"420100120000000069","解放大道汉西路口","","","","","","420104000000","硚口大队","1","2","114.23332735509699","30.578199185521953","2","","","硚口大队","","","","","","","","","","","","","","","","","","","","","","","","","","1","2015/6/24 11:14:43","","","","","","","","","","1032","12040","2","0","","","","","","3","","","","","","","","","","","1",""
"420100120000000070","解放大道宝丰一路口","","","","","","420104000000","硚口大队","1","2","114.247684355097","30.58047918552195","2","","","硚口大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000064","0","2015/6/24 11:14:43","","","1","1","","","","","","1033","12041","1","0","","","","","","3","","","","","","","","","","","1",""
"420100120000000071","南泥湾大道古乐路口","","","","","","420104000000","硚口大队","1","2","114.19675235509699","30.603807185521948","2","","","硚口大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000065","0","2015/6/24 11:14:43","1","","1","","","","","","","1034","12042","","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000120","琴台大道罗七路东100MLF","","","","","","420105000000","汉阳大队","1","1","114.22548635509697","30.567764185521952","1","","","汉阳大队","","","","","","","","","","","","","","","","","","420100120000000113","","","","","","","","0","2015/6/24 11:14:43","1","","1","","","","","","","252","0272012LF12107","","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000121","江城大道_梅子山隧道(往月湖桥)LF","","","","","","420105000000","汉阳大队","1","1","114.239139355097","30.560687185521953","1","","","汉阳大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","1","","1","","","","","","253","0272012LF12108","","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000049","京汉大道_公安路口","","","","","","420102000000","江岸大队","1","2","114.29392635509697","30.598936185521953","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000043","0","2015/6/24 11:14:43","1","","1","","","","","","","1103","12020","","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000056","后湖大道后湖五路","","","","","","420102000000","江岸大队","1","2","114.29238135509699","30.64932618552195","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000050","0","2015/6/24 11:14:43","","","1","","","","","","","1104","12027","3","0","","","","","","2","","","","","","","","","","","1",""
"0272014bk10013","和平大道建设九路_出城bk","","","","","","420107000000","青山大队","1","1","114.402262355097","30.644607185521952","1","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","0272014bk10013","0","2015/6/24 11:14:43","","","1","","","","","","","1184","0272014bk10013","","","","","","","","1","upload/20141210/20141210112118hepingjianjiu.jpg","","","","","","","","","","1",""
"420100120000000135","江汉一桥西便道(至沿河大道)LF","","","","","","420104000000","硚口大队","1","1","114.26220235509697","30.56948018552195","1","","","硚口大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100120000000126","0","2015/6/24 11:14:43","","","","1","","","","","","266","0272012LF12124","2","0","","","","","","1","","","","","","","","","","","1",""
"420100120000000144","芳草大道四新大道北LF","","","","","","420105000000","汉阳大队","1","1","114.19736235509698","30.53223418552195","1","","","汉阳大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100120000000133","0","2015/6/24 11:14:43","","1","","1","","","","","","274","0272012LF12155","3","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000145","航空路立交桥二层东LF","","","","","","420103000000","江汉大队","1","1","114.264116355097","30.58346018552195","1","","","江汉大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100120000000134","0","2015/6/24 11:14:43","1","","1","","","","","","","275","0272012LF12156","1","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000040","澳门路绿缘路路口","","","","","","420102000000","江岸大队","1","2","114.290803355097","30.60361818552195","2","","","江岸大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100120000000034","1","2015/6/24 11:14:43","","","","","","","","","","184","12011","","","","","","","","2","","","","","","","","","","","1",""
"420100000000000224","琴台大道_江城大道东500MLF","","","","","","420105000000","汉阳大队","1","1","114.24077535509698","30.56053318552195","1","","","汉阳大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000600652111","0","2015/6/24 11:14:43","","","1","","","","","","","53","0272012LF12144","2","0","","","","","","1","","","","","","","","","","","1",""
"0272014JW10001","八一路隧道南出口处","","","","","","420111000000","洪山大队","1","1","114.359251355097","30.532596185521953","1","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","1","","1","","","","","","1301","0272014JW10001","3","0","","","","","","2","","","","","upload/20150226/20150226100145鍏竴璺毀閬撳崡鍑哄彛.jpg","","","","","","1",""
"420100000000000247","京汉大道崇仁路","","","","","","420104000000","硚口大队","1","2","114.25590835509699","30.576075185521947","2","","","硚口大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000352","0","2015/6/24 11:14:43","","1","","1","","","","","","74","0272012HY12019","1","0","信号机","","","","2","4","upload/20140910104759/19京汉大道崇仁路.jpg","","","","","","","","","","1",""
"0272014HK10100","长江大桥_黄鹤楼（武昌至汉阳HK)","","","","","","420128000000","大桥大队","1","1","114.28846235509701","30.54905918552195","1","","","大桥大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","","1","","","","","","","1164","0272014HK10100","1","0","","","","","","1","","","","","","","","","","","1",""
"0272014bk10021","解放大道汉黄路_出城bk","","","","","","420102000000","江岸大队","1","1","114.329220355097","30.658481185521953","1","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","1","","","","","","","","10002","0272014bk10021","","","","","","","","1","upload/20141210/20141210111942jiefanghanhuang.jpg","","","","","","","","","","1",""
"420100000000000249","京汉大道_江汉路","","","","","","420103000000","江汉大队","1","2","114.28098435509697","30.587361185521946","2","","","江汉大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000354","0","2015/6/24 11:14:43","1","","1","1","","","","","","75","0272012HY12021","1","0","信号机","","","","2","3","upload/20140910105015/21京汉大道江汉路.jpg","","","","","","","","","","1",""
"420100000000000287","恒安路雅安街","","","","","","420106000000","武昌大队","1","2","114.30855035509698","30.51195918552195","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000521","0","2015/6/24 11:14:43","1","1","1","","","","","","","110","0272012ZM12319","2","0","信号机","","","","1","3","","","","","","","","","","","1",""
"420100000000000253","红旗渠路_新华路","","","","","","420103000000","江汉大队","1","2","114.25431835509698","30.628367185521952","2","","","江汉大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000358","0","2015/6/24 11:14:43","","1","1","","","","","","","79","0272012HY12025","","","信号机","","","","2","2","upload/20140910110409/25红旗渠路新华路.jpg","","","","","","","","","","1",""
"420100000000000255","芳草大道四新北路","","","","","","420105000000","汉阳大队","1","2","114.19910735509698","30.53509718552195","2","","","汉阳大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000360","1","2015/6/24 11:14:43","","","","","","","","","","81","0272012HY12027","3","0","信号机","","","","2","3","upload/20140910110903/27芳草大道四新北路.jpg","","","","","","","","","","1",""
"420100000000000291","丁字桥路文安路丁字路口","","","","","","420106000000","武昌大队","1","2","114.328116355097","30.532184185521952","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000526","1","2015/6/24 11:14:43","","","","","","","","","","114","0272012ZM12323","2","0","信号机","","","","2","3","","","","","","","","","","","1",""
"420100000000000307","洪山路_省委门口","","","","","","420106000000","武昌大队","1","2","114.345079355097","30.548138185521953","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000528","0","2015/6/24 11:14:43","","","1","","","","","","","126","0272012ZM12325","2","0","信号机","","","","2","1","","","","","","","","","","","1",""
"0272014bk10022","高新二路_进城出城bk","","","","","","420118000000","东湖高新大队","1","1","114.449412355097","30.478403185521948","1","","","东湖高新大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","1","","1","","","","","","","1186","0272014bk10022","","","","","","","","2","upload/20141210/20141210112015gaoxinerlu.jpg","","","","","","","","","","1",""
"0272014bk10023","米粮山立交_进城出城bk","","","","","","420105000000","汉阳大队","1","1","114.163222355097","30.577742185521952","1","","","汉阳大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000500043068","0","2015/6/24 11:14:43","1","","1","","","","","","","1187","0272014bk10023","","","","","","","","2","upload/20141210/20141210112051miliangshandadao.png","","","","","","","","","","1",""
"420100000000000394","长江隧道LF","","","","","","420102000000","江岸大队","1","1","114.300850355097","30.581612185521948","1","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000634","0","2015/6/24 11:14:43","1","","","","","","","","","151","0272012LF12164","2","0","","","","","2","2","","","","","","","","","","","1",""
"0272012TS10026","二环线_二七大桥武昌奥山前后拍TS","","","","","","420106000000","武昌大队","1","1","114.34964335509698","30.62239518552195","1","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","","1","2015/6/24 11:14:43","","","","","","","","","","529","0272012TS10026","2","0","信号机取电","","","","2","2","upload/20150106/20150106155553erhuangxianerqidaqiaokakou.jpg","","upload/20150106/20150106155600E.jpg","","","","upload/20150106/20150106155605W.jpg","","","","1",""
"420100000000000257","和平大道新生路","","","","","","420106000000","武昌大队","1","2","114.31552535509698","30.578383185521947","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000362","0","2015/6/24 11:14:43","","1","","","","","","","","83","0272012HY12029","1","0","信号机","","","","2","1","upload/20140910111554/29和平大道新生路.jpg","","","","","","","","","","1",""
"420100000000000258","临江大道电厂站","","","","","","420106000000","武昌大队","1","2","114.31071735509698","30.58005818552195","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000363","0","2015/6/24 11:14:43","1","1","1","","","","","","","84","0272012HY12030","1","0","信号机","","","","2","3","upload/20140910111800/30临江大道电厂.jpg","","","","","","","","","","1",""
"420100000000000312","友谊大道团结路","","","","","","420106000000","武昌大队","1","2","114.33423535509698","30.58889818552195","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000530","1","2015/6/24 11:14:43","","","","","","","","","","131","0272012ZM12327","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000317","友谊大道才华街（二桥大队）","","","","","","420106000000","武昌大队","1","2","114.340820355097","30.59560318552195","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000532","0","2015/6/24 11:14:43","","1","","1","","","","","","136","0272012ZM12329","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000318","友谊大道才茂街","","","","","","420106000000","武昌大队","1","2","114.34547935509701","30.600648185521954","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000533","0","2015/6/24 11:14:43","","1","","1","","","","","","137","0272012ZM12330","3","0","","","","","2","2","","","","","","","","","","","1",""
"420100000000000320","友谊大道铁机集团门口","","","","","","420106000000","武昌大队","1","2","114.357103355097","30.60965318552195","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000534","0","2015/6/24 11:14:43","","1","","1","","","","","","139","0272012ZM12331","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"0272013TS10019","徐东大街(团结大道至麦德龙)TS","","","","","","420106000000","武昌大队","1","1","114.353453355097","30.580577185521946","1","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","","","1","","","","","","522","0272013TS10019","2","0","信号机取电","","","","1","1","","","","","","","","","","","1",""
"420100000000000324","书城路文馨街路口","","","","","","420111000000","洪山大队","1","2","114.32974835509698","30.49751318552195","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000535","0","2015/6/24 11:14:43","1","1","1","1","","","","","","143","0272012ZM12332","2","0","信号机","","","","2","4","","","","","","","","","","","1",""
"420100000000000326","书城路文治街路口","","","","","","420111000000","洪山大队","1","2","114.331659355097","30.50356418552195","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000538","0","2015/6/24 11:14:43","1","1","1","1","","","","","","145","0272012ZM12334","2","0","信号机","","","","2","4","","","","","","","","","","","1",""
"420100000000000322","书城路南湖大道丁字路口","","","","","","420111000000","洪山大队","1","2","114.32674635509698","30.48370718552195","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000540","1","2015/6/24 11:14:43","","","","","","","","","","141","0272012ZM12336","2","0","","","","","2","3","","","","","","","","","","","1",""
"420100000000000321","丁字桥南路建安街","","","","","","420111000000","洪山大队","1","2","114.31999535509698","30.50664418552195","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000541","1","2015/6/24 11:14:43","","","","","","","","","","140","0272012ZM12337","2","3 ","信号机","","","","2","3","","","","","","","","","","","1",""
"420100000000000319","和平大道建七路口","","","","","","420107000000","青山大队","1","2","114.39388035509698","30.640367185521945","2","","","青山大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000542","0","2015/6/24 11:14:43","","1","","1","","","","","","138","0272012ZM12338","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000314","友谊大道建二路口","","","","","","420107000000","青山大队","1","2","114.37658235509698","30.619785185521952","2","","","青山大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000543","0","2015/6/24 11:14:43","","","1","","","","","","","133","0272012ZM12339","3","0","信号机","","","","2","1","","","","","","","","","","","1",""
"420100000000000311","青王公路动车基地","","","","","","420107000000","青山大队","1","2","114.43928435509699","30.56995718552195","2","","","青山大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000546","1","2015/6/24 11:14:43","","","","","","","","","","130","0272012ZM12341","4","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000309","青王公路武东路丁字路口","","","","","","420107000000","青山大队","1","2","114.43663635509698","30.58192218552195","2","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000547","1","2015/6/24 11:14:43","","","","","","","","","","128","0272012ZM12342","4","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000308","青王公路青化路丁字路口","","","","","","420107000000","青山大队","1","2","114.43479235509699","30.59160118552195","2","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000548","0","2015/6/24 11:14:43","","1","","","","","","","","127","0272012ZM12343","4","0","信号机","","","","2","1","","","","","","","","","","","1",""
"420100000000000304","青化路武钢冶末公司门口","","","","","","420107000000","青山大队","1","2","114.459438355097","30.597455185521948","2","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000550","1","2015/6/24 11:14:43","","","","","","","","","","123","0272012ZM12345","4","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000302","建设一路旅大街（单行线）","","","","","","420107000000","青山大队","1","2","114.36424835509699","30.62822618552195","2","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000551","0","2015/6/24 11:14:43","1","1","","","","","","","","122","0272012ZM12346","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000301","建二路和平大道","","","","","","420107000000","青山大队","1","2","114.37061535509699","30.627010185521953","2","","","青山大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000552","0","2015/6/24 11:14:43","","","","1","","","","","","121","0272012ZM12347","3","0","","","","","2","1","","","","","","","","","","","1",""
"420100000000000299","建一路吉林街","","","","","","420107000000","青山大队","1","2","114.36844535509698","30.623122185521943","2","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000553","0","2015/6/24 11:14:43","","1","","1","","","","","","120","0272012ZM12348","3","1","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000294","紫阳东路东安路","","","","","","420106000000","武昌大队","1","2","114.31563235509701","30.53404718552195","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000557","0","2015/6/24 11:14:43","1","","1","","","","","","","116","0272012ZM12352","2","0","信号机","","","","2","2","","","","","","","","","","","1",""
"9000004","欢乐大道园林路人行过街","","","","","","420111000000","洪山大队","1","2","114.38332735509701","30.59546818552195","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000027079","0","2015/6/24 11:14:43","1","","1","","","","","","","1004","0272013JY00002","3","0","信号机","","","","","2","","","","","","","","","","","1",""
"9000005","欢乐大道园林一路","","","","","","420111000000","洪山大队","1","2","114.383776355097","30.596107185521948","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000027080","0","2015/6/24 11:14:43","1","","1","","","","","","","1005","0272013JY00003","3","0","信号机","","","","","2","","","","","","","","","","","1",""
